pack_combo,mass,series,parallel,mass_kg,batt_mass,accel_time,skidpad_time,endur_time,energy_wh,final_soc,pack_energy_kwh,final_energy_kwh,total_points,score_breakdown
[108   2],275,108,2,275,15.552,3.849749874109179,4.583512153122953,1781.9839619630527,3215.7293406809795,0.0699292303063393,3.888,3.2458577687574977,361.6074702511778,"ScoreBreakdown(accel=97.86042231271307, skidpad=75.0, autocross=12.65621656379995, endurance=88.73147458127153, efficiency=87.35935679339325)"
[108   2],280,108,2,280,15.552,3.8782795667071923,4.593257496777142,1789.7329705924205,3208.4045572963064,0.07255407243248797,3.888,3.238180475706083,355.35464353167634,"ScoreBreakdown(accel=95.76858873133177, skidpad=75.0, autocross=11.489407390593438, endurance=86.05014690868722, efficiency=87.04650050106393)"
[108   2],285,108,2,285,15.552,3.906724326227902,4.602689228761392,1797.4581576049823,3200.9659700391085,0.07519079242727036,3.888,3.2303610298183885,349.19498375982164,"ScoreBreakdown(accel=93.71339838354871, skidpad=75.0, autocross=10.336199265527878, endurance=83.40007444697544, efficiency=86.74531166376961)"
[108   2],290,108,2,290,15.552,3.935079819301123,4.6118214268334015,1806.2193598154836,3192.2792183392703,0.07829860115649005,3.888,3.2212527875764643,342.5772266510343,"ScoreBreakdown(accel=91.69422991893049, skidpad=75.0, autocross=9.040273448509204, endurance=80.42203670560303, efficiency=86.42068657799162)"
[108   2],295,108,2,295,15.552,3.9633417441227863,4.620667299055384,1814.914685260408,3183.648967257076,0.081371999976148,3.888,3.2124636050675974,336.0759784318937,"ScoreBreakdown(accel=89.7104735538761, skidpad=75.0, autocross=7.766462862832952, endurance=77.49481976950509, efficiency=86.10422224567955)"
[108   2],300,108,2,300,15.552,3.9915058253446176,4.62980857849513,1823.3032088991108,3175.311664751915,0.08440395910338538,3.888,3.2036502638610194,329.8124111301903,"ScoreBreakdown(accel=87.76153133710751, skidpad=75.0, autocross=6.549110952106287, endurance=74.69734487775848, efficiency=85.804423963218)"
[112   2],200,112,2,200,16.128,3.6253038322989397,4.411893476136811,1661.6308477630498,3382.0205789737356,0.05499446530792967,4.032,3.4209428609538612,431.1186406752489,"ScoreBreakdown(accel=100.0, skidpad=75.0, autocross=32.1755379691174, endurance=133.58687839191788, efficiency=90.35622431421363)"
[112   2],205,112,2,205,16.128,3.63304424605127,4.42563881461237,1668.1116501790552,3379.8904643743417,0.05547566003509605,4.032,3.4185799057517774,426.91026015952167,"ScoreBreakdown(accel=100.0, skidpad=75.0, autocross=31.05270581865383, endurance=131.0066099248542, efficiency=89.85094441601363)"
[112   2],210,112,2,210,16.128,3.6413066374271352,4.43876149137175,1674.6978896842702,3376.3120047649195,0.05652768456878127,4.032,3.4147388772282583,422.73143445646247,"ScoreBreakdown(accel=100.0, skidpad=75.0, autocross=29.920509727799384, endurance=128.40482312122714, efficiency=89.40610160743594)"
[112   2],215,112,2,215,16.128,3.6502306563926226,4.451909490984619,1681.7916405802262,3373.074742665699,0.05767257953290809,4.032,3.4110169997253816,418.2394889801494,"ScoreBreakdown(accel=100.0, skidpad=75.0, autocross=28.710989902601582, endurance=125.6253463633184, efficiency=88.90315271422946)"
[112   2],220,112,2,220,16.128,3.659836849872832,4.464692498941417,1688.8322526141644,3368.9771410292606,0.05894336252974408,4.032,3.406672052416381,413.8590025520352,"ScoreBreakdown(accel=100.0, skidpad=75.0, autocross=27.520577536136066, endurance=122.88977854872984, efficiency=88.4486464671693)"
[112   2],225,112,2,225,16.128,3.6701055085420506,4.476935933773376,1697.1883133733586,3363.715785874655,0.060714505757676035,4.032,3.4010625643993713,408.72590038769226,"ScoreBreakdown(accel=100.0, skidpad=75.0, autocross=26.120568746529752, endurance=119.67255811917444, efficiency=87.93277352198803)"
[112   2],230,112,2,230,16.128,3.6811818926376247,4.4886810058795845,1706.1454467581548,3358.3304398469095,0.0625794052042497,4.032,3.3951835353360713,403.2686929177182,"ScoreBreakdown(accel=100.0, skidpad=75.0, autocross=24.635082355264803, endurance=116.2589101469013, efficiency=87.37470041555213)"
[112   2],235,112,2,235,16.128,3.69325466831323,4.500279849860846,1715.6475696461591,3351.936057133523,0.06481785061324784,4.032,3.3880935001667223,397.5733927605967,"ScoreBreakdown(accel=100.0, skidpad=75.0, autocross=23.076168087390712, endurance=112.67652490206268, efficiency=86.82069977114328)"
[112   2],240,112,2,240,16.128,3.706403470020561,4.511733862737842,1724.347475543077,3345.2450906042377,0.06701581769866358,4.032,3.3810682490947284,392.45270085854486,"ScoreBreakdown(accel=100.0, skidpad=75.0, autocross=21.663931657928288, endurance=109.43120535410002, efficiency=86.35756384651654)"
